FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.document,QUALIFIED_NAME, line no: 32
FieldsEnum,SIMPLE_NAME, line no: 616,document,SIMPLE_NAME, line no: 32
FieldsEnum,SIMPLE_NAME, line no: 616,Document,SIMPLE_NAME, line no: 32
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.document.Field,QUALIFIED_NAME, line no: 33
FieldsEnum,SIMPLE_NAME, line no: 616,Field,SIMPLE_NAME, line no: 33
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.document.FieldType,QUALIFIED_NAME, line no: 34
FieldsEnum,SIMPLE_NAME, line no: 616,FieldType,SIMPLE_NAME, line no: 34
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.document.StoredField,QUALIFIED_NAME, line no: 35
FieldsEnum,SIMPLE_NAME, line no: 616,StoredField,SIMPLE_NAME, line no: 35
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.document.StringField,QUALIFIED_NAME, line no: 36
FieldsEnum,SIMPLE_NAME, line no: 616,StringField,SIMPLE_NAME, line no: 36
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.document.TextField,QUALIFIED_NAME, line no: 37
FieldsEnum,SIMPLE_NAME, line no: 616,TextField,SIMPLE_NAME, line no: 37
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.index.IndexWriterConfig.OpenMode,QUALIFIED_NAME, line no: 38
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.index.IndexWriterConfig,QUALIFIED_NAME, line no: 38
FieldsEnum,SIMPLE_NAME, line no: 616,IndexWriterConfig,SIMPLE_NAME, line no: 38
FieldsEnum,SIMPLE_NAME, line no: 616,OpenMode,SIMPLE_NAME, line no: 38
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.search.DocIdSetIterator,QUALIFIED_NAME, line no: 39
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.search,QUALIFIED_NAME, line no: 39
FieldsEnum,SIMPLE_NAME, line no: 616,search,SIMPLE_NAME, line no: 39
FieldsEnum,SIMPLE_NAME, line no: 616,DocIdSetIterator,SIMPLE_NAME, line no: 39
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.search.FieldCache,QUALIFIED_NAME, line no: 40
FieldsEnum,SIMPLE_NAME, line no: 616,FieldCache,SIMPLE_NAME, line no: 40
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.store.Directory,QUALIFIED_NAME, line no: 41
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.store,QUALIFIED_NAME, line no: 41
FieldsEnum,SIMPLE_NAME, line no: 616,store,SIMPLE_NAME, line no: 41
FieldsEnum,SIMPLE_NAME, line no: 616,Directory,SIMPLE_NAME, line no: 41
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.store.NoSuchDirectoryException,QUALIFIED_NAME, line no: 42
FieldsEnum,SIMPLE_NAME, line no: 616,NoSuchDirectoryException,SIMPLE_NAME, line no: 42
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.util.Bits,QUALIFIED_NAME, line no: 43
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.util,QUALIFIED_NAME, line no: 43
FieldsEnum,SIMPLE_NAME, line no: 616,Bits,SIMPLE_NAME, line no: 43
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.util.BytesRef,QUALIFIED_NAME, line no: 44
FieldsEnum,SIMPLE_NAME, line no: 616,BytesRef,SIMPLE_NAME, line no: 44
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.util.LuceneTestCase,QUALIFIED_NAME, line no: 45
FieldsEnum,SIMPLE_NAME, line no: 616,LuceneTestCase,SIMPLE_NAME, line no: 45
FieldsEnum,SIMPLE_NAME, line no: 616,org.apache.lucene.util._TestUtil,QUALIFIED_NAME, line no: 46
FieldsEnum,SIMPLE_NAME, line no: 616,_TestUtil,SIMPLE_NAME, line no: 46
FieldsEnum,SIMPLE_NAME, line no: 616,org.junit.Assume,QUALIFIED_NAME, line no: 47
FieldsEnum,SIMPLE_NAME, line no: 616,org.junit,QUALIFIED_NAME, line no: 47
FieldsEnum,SIMPLE_NAME, line no: 616,junit,SIMPLE_NAME, line no: 47
FieldsEnum,SIMPLE_NAME, line no: 616,Assume,SIMPLE_NAME, line no: 47
FieldsEnum,SIMPLE_NAME, line no: 616,TestDirectoryReader,SIMPLE_NAME, line no: 49
FieldsEnum,SIMPLE_NAME, line no: 616,testDocument,SIMPLE_NAME, line no: 51
FieldsEnum,SIMPLE_NAME, line no: 616,SegmentReader,SIMPLE_NAME, line no: 52
FieldsEnum,SIMPLE_NAME, line no: 616,readers,SIMPLE_NAME, line no: 52
FieldsEnum,SIMPLE_NAME, line no: 616,new SegmentReader[2],ARRAY_CREATION, line no: 52
FieldsEnum,SIMPLE_NAME, line no: 616,2,NUMBER_LITERAL, line no: 52
FieldsEnum,SIMPLE_NAME, line no: 616,dir,SIMPLE_NAME, line no: 53
FieldsEnum,SIMPLE_NAME, line no: 616,newDirectory(),METHOD_INVOCATION, line no: 53
FieldsEnum,SIMPLE_NAME, line no: 616,newDirectory,SIMPLE_NAME, line no: 53
FieldsEnum,SIMPLE_NAME, line no: 616,doc1,SIMPLE_NAME, line no: 54
FieldsEnum,SIMPLE_NAME, line no: 616,new Document(),CLASS_INSTANCE_CREATION, line no: 54
FieldsEnum,SIMPLE_NAME, line no: 616,doc2,SIMPLE_NAME, line no: 55
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.setupDoc(doc1),METHOD_INVOCATION, line no: 56
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper,SIMPLE_NAME, line no: 56
FieldsEnum,SIMPLE_NAME, line no: 616,setupDoc,SIMPLE_NAME, line no: 56
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.setupDoc(doc2),METHOD_INVOCATION, line no: 57
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.writeDoc(random() dir doc1),METHOD_INVOCATION, line no: 58
FieldsEnum,SIMPLE_NAME, line no: 616,writeDoc,SIMPLE_NAME, line no: 58
FieldsEnum,SIMPLE_NAME, line no: 616,random(),METHOD_INVOCATION, line no: 58
FieldsEnum,SIMPLE_NAME, line no: 616,random,SIMPLE_NAME, line no: 58
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.writeDoc(random() dir doc2),METHOD_INVOCATION, line no: 59
FieldsEnum,SIMPLE_NAME, line no: 616,DirectoryReader,SIMPLE_NAME, line no: 60
FieldsEnum,SIMPLE_NAME, line no: 616,reader,SIMPLE_NAME, line no: 60
FieldsEnum,SIMPLE_NAME, line no: 616,DirectoryReader.open(dir),METHOD_INVOCATION, line no: 60
FieldsEnum,SIMPLE_NAME, line no: 616,open,SIMPLE_NAME, line no: 60
FieldsEnum,SIMPLE_NAME, line no: 616,assertTrue(reader != null),METHOD_INVOCATION, line no: 61
FieldsEnum,SIMPLE_NAME, line no: 616,assertTrue,SIMPLE_NAME, line no: 61
FieldsEnum,SIMPLE_NAME, line no: 616,reader != null,INFIX_EXPRESSION, line no: 61
FieldsEnum,SIMPLE_NAME, line no: 616,null,NULL_LITERAL, line no: 61
FieldsEnum,SIMPLE_NAME, line no: 616,assertTrue(reader instanceof StandardDirectoryReader),METHOD_INVOCATION, line no: 62
FieldsEnum,SIMPLE_NAME, line no: 616,reader instanceof StandardDirectoryReader,INSTANCEOF_EXPRESSION, line no: 62
FieldsEnum,SIMPLE_NAME, line no: 616,StandardDirectoryReader,SIMPLE_NAME, line no: 62
FieldsEnum,SIMPLE_NAME, line no: 616,newDoc1,SIMPLE_NAME, line no: 64
FieldsEnum,SIMPLE_NAME, line no: 616,reader.document(0),METHOD_INVOCATION, line no: 64
FieldsEnum,SIMPLE_NAME, line no: 616,0,NUMBER_LITERAL, line no: 64
FieldsEnum,SIMPLE_NAME, line no: 616,assertTrue(newDoc1 != null),METHOD_INVOCATION, line no: 65
FieldsEnum,SIMPLE_NAME, line no: 616,newDoc1 != null,INFIX_EXPRESSION, line no: 65
FieldsEnum,SIMPLE_NAME, line no: 616,assertTrue(DocHelper.numFields(newDoc1) == DocHelper.numFields(doc1) - DocHelper.unstored.size()),METHOD_INVOCATION, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.numFields(newDoc1) == DocHelper.numFields(doc1) - DocHelper.unstored.size(),INFIX_EXPRESSION, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.numFields(newDoc1),METHOD_INVOCATION, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,numFields,SIMPLE_NAME, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.numFields(doc1) - DocHelper.unstored.size(),INFIX_EXPRESSION, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.numFields(doc1),METHOD_INVOCATION, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.unstored.size(),METHOD_INVOCATION, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.unstored,QUALIFIED_NAME, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,unstored,SIMPLE_NAME, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,size,SIMPLE_NAME, line no: 66
FieldsEnum,SIMPLE_NAME, line no: 616,newDoc2,SIMPLE_NAME, line no: 67
FieldsEnum,SIMPLE_NAME, line no: 616,reader.document(1),METHOD_INVOCATION, line no: 67
FieldsEnum,SIMPLE_NAME, line no: 616,1,NUMBER_LITERAL, line no: 67
FieldsEnum,SIMPLE_NAME, line no: 616,assertTrue(newDoc2 != null),METHOD_INVOCATION, line no: 68
FieldsEnum,SIMPLE_NAME, line no: 616,newDoc2 != null,INFIX_EXPRESSION, line no: 68
FieldsEnum,SIMPLE_NAME, line no: 616,assertTrue(DocHelper.numFields(newDoc2) == DocHelper.numFields(doc2) - DocHelper.unstored.size()),METHOD_INVOCATION, line no: 69
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.numFields(newDoc2) == DocHelper.numFields(doc2) - DocHelper.unstored.size(),INFIX_EXPRESSION, line no: 69
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.numFields(newDoc2),METHOD_INVOCATION, line no: 69
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.numFields(doc2) - DocHelper.unstored.size(),INFIX_EXPRESSION, line no: 69
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.numFields(doc2),METHOD_INVOCATION, line no: 69
FieldsEnum,SIMPLE_NAME, line no: 616,Terms,SIMPLE_NAME, line no: 70
FieldsEnum,SIMPLE_NAME, line no: 616,vector,SIMPLE_NAME, line no: 70
FieldsEnum,SIMPLE_NAME, line no: 616,reader.getTermVectors(0).terms(DocHelper.TEXT_FIELD_2_KEY),METHOD_INVOCATION, line no: 70
FieldsEnum,SIMPLE_NAME, line no: 616,reader.getTermVectors(0),METHOD_INVOCATION, line no: 70
FieldsEnum,SIMPLE_NAME, line no: 616,getTermVectors,SIMPLE_NAME, line no: 70
FieldsEnum,SIMPLE_NAME, line no: 616,terms,SIMPLE_NAME, line no: 70
FieldsEnum,SIMPLE_NAME, line no: 616,DocHelper.TEXT_FIELD_2_KEY,QUALIFIED_NAME, line no: 70
FieldsEnum,SIMPLE_NAME, line no: 616,TEXT_FIELD_2_KEY,SIMPLE_NAME, line no: 70
FieldsEnum,SIMPLE_NAME, line no: 616,assertNotNull(vector),METHOD_INVOCATION, line no: 71
FieldsEnum,SIMPLE_NAME, line no: 616,assertNotNull,SIMPLE_NAME, line no: 71
FieldsEnum,SIMPLE_NAME, line no: 616,reader.close(),METHOD_INVOCATION, line no: 73
FieldsEnum,SIMPLE_NAME, line no: 616,close,SIMPLE_NAME, line no: 73
FieldsEnum,SIMPLE_NAME, line no: 616,readers[0] != null,INFIX_EXPRESSION, line no: 74
FieldsEnum,SIMPLE_NAME, line no: 616,readers[0],ARRAY_ACCESS, line no: 74
FieldsEnum,SIMPLE_NAME, line no: 616,readers[0].close(),METHOD_INVOCATION, line no: 74
FieldsEnum,SIMPLE_NAME, line no: 616,readers[1] != null,INFIX_EXPRESSION, line no: 75
FieldsEnum,SIMPLE_NAME, line no: 616,readers[1],ARRAY_ACCESS, line no: 75
FieldsEnum,SIMPLE_NAME, line no: 616,readers[1].close(),METHOD_INVOCATION, line no: 75
FieldsEnum,SIMPLE_NAME, line no: 616,dir.close(),METHOD_INVOCATION, line no: 76
FieldsEnum,SIMPLE_NAME, line no: 616,testMultiTermDocs,SIMPLE_NAME, line no: 79
FieldsEnum,SIMPLE_NAME, line no: 616,ramDir1,SIMPLE_NAME, line no: 80
FieldsEnum,SIMPLE_NAME, line no: 616,addDoc(random() ramDir1 "test foo" true),METHOD_INVOCATION, line no: 81
FieldsEnum,SIMPLE_NAME, line no: 616,addDoc,SIMPLE_NAME, line no: 81
FieldsEnum,SIMPLE_NAME, line no: 616,"test foo",STRING_LITERAL, line no: 81
FieldsEnum,SIMPLE_NAME, line no: 616,true,BOOLEAN_LITERAL, line no: 81
FieldsEnum,SIMPLE_NAME, line no: 616,ramDir2,SIMPLE_NAME, line no: 82
FieldsEnum,SIMPLE_NAME, line no: 616,addDoc(random() ramDir2 "test blah" true),METHOD_INVOCATION, line no: 83
FieldsEnum,SIMPLE_NAME, line no: 616,"test blah",STRING_LITERAL, line no: 83
FieldsEnum,SIMPLE_NAME, line no: 616,ramDir3,SIMPLE_NAME, line no: 84
FieldsEnum,SIMPLE_NAME, line no: 616,addDoc(random() ramDir3 "test wow" true),METHOD_INVOCATION, line no: 85
FieldsEnum,SIMPLE_NAME, line no: 616,"test wow",STRING_LITERAL, line no: 85
FieldsEnum,SIMPLE_NAME, line no: 616,IndexReader,SIMPLE_NAME, line no: 87
FieldsEnum,SIMPLE_NAME, line no: 616,readers1,SIMPLE_NAME, line no: 87
FieldsEnum,SIMPLE_NAME, line no: 616,new IndexReader[]{DirectoryReader.open(ramDir1) DirectoryReader.open(ramDir3)},ARRAY_CREATION, line no: 87
FieldsEnum,SIMPLE_NAME, line no: 616,{DirectoryReader.open(ramDir1) DirectoryReader.open(ramDir3)},ARRAY_INITIALIZER, line no: 87
FieldsEnum,SIMPLE_NAME, line no: 616,DirectoryReader.open(ramDir1),METHOD_INVOCATION, line no: 87
FieldsEnum,SIMPLE_NAME, line no: 616,DirectoryReader.open(ramDir3),METHOD_INVOCATION, line no: 87
FieldsEnum,SIMPLE_NAME, line no: 616,readers2,SIMPLE_NAME, line no: 88
FieldsEnum,SIMPLE_NAME, line no: 616,new IndexReader[]{DirectoryReader.open(ramDir1) DirectoryReader.open(ramDir2) DirectoryReader.open(ramDir3)},ARRAY_CREATION, line no: 88
FieldsEnum,SIMPLE_NAME, line no: 616,{DirectoryReader.open(ramDir1) DirectoryReader.open(ramDir2) DirectoryReader.open(ramDir3)},ARRAY_INITIALIZER, line no: 88
FieldsEnum,SIMPLE_NAME, line no: 616,DirectoryReader.open(ramDir2),METHOD_INVOCATION, line no: 88
FieldsEnum,SIMPLE_NAME, line no: 616,MultiReader,SIMPLE_NAME, line no: 89
FieldsEnum,SIMPLE_NAME, line no: 616,mr2,SIMPLE_NAME, line no: 89
FieldsEnum,SIMPLE_NAME, line no: 616,new MultiReader(readers1),CLASS_INSTANCE_CREATION, line no: 89
FieldsEnum,SIMPLE_NAME, line no: 616,mr3,SIMPLE_NAME, line no: 90
FieldsEnum,SIMPLE_NAME, line no: 616,new MultiReader(readers2),CLASS_INSTANCE_CREATION, line no: 90
FieldsEnum,SIMPLE_NAME, line no: 616,TermsEnum,SIMPLE_NAME, line no: 93
FieldsEnum,SIMPLE_NAME, line no: 616,te2,SIMPLE_NAME, line no: 93
FieldsEnum,SIMPLE_NAME, line no: 616,MultiFields.getTerms(mr2 "body").iterator(null),METHOD_INVOCATION, line no: 93
FieldsEnum,SIMPLE_NAME, line no: 616,MultiFields.getTerms(mr2 "body"),METHOD_INVOCATION, line no: 93
FieldsEnum,SIMPLE_NAME, line no: 616,MultiFields,SIMPLE_NAME, line no: 93
FieldsEnum,SIMPLE_NAME, line no: 616,getTerms,SIMPLE_NAME, line no: 93
FieldsEnum,SIMPLE_NAME, line no: 616,"body",STRING_LITERAL, line no: 93
FieldsEnum,SIMPLE_NAME, line no: 616,iterator,SIMPLE_NAME, line no: 93
FieldsEnum,SIMPLE_NAME, line no: 616,te2.seekCeil(new BytesRef("wow")),METHOD_INVOCATION, line no: 94
FieldsEnum,SIMPLE_NAME, line no: 616,seekCeil,SIMPLE_NAME, line no: 94
FieldsEnum,SIMPLE_NAME, line no: 616,new BytesRef("wow"),CLASS_INSTANCE_CREATION, line no: 94
FieldsEnum,SIMPLE_NAME, line no: 616,"wow",STRING_LITERAL, line no: 94
FieldsEnum,SIMPLE_NAME, line no: 616,DocsEnum,SIMPLE_NAME, line no: 95
FieldsEnum,SIMPLE_NAME, line no: 616,td,SIMPLE_NAME, line no: 95
FieldsEnum,SIMPLE_NAME, line no: 616,_TestUtil.docs(random() mr2 "body" te2.term() MultiFields.getLiveDocs(mr2) null 0),METHOD_INVOCATION, line no: 95
FieldsEnum,SIMPLE_NAME, line no: 616,docs,SIMPLE_NAME, line no: 95
FieldsEnum,SIMPLE_NAME, line no: 616,te2.term(),METHOD_INVOCATION, line no: 97
FieldsEnum,SIMPLE_NAME, line no: 616,term,SIMPLE_NAME, line no: 97
FieldsEnum,SIMPLE_NAME, line no: 616,MultiFields.getLiveDocs(mr2),METHOD_INVOCATION, line no: 98
FieldsEnum,SIMPLE_NAME, line no: 616,getLiveDocs,SIMPLE_NAME, line no: 98
FieldsEnum,SIMPLE_NAME, line no: 616,te3,SIMPLE_NAME, line no: 102
FieldsEnum,SIMPLE_NAME, line no: 616,MultiFields.getTerms(mr3 "body").iterator(null),METHOD_INVOCATION, line no: 102
FieldsEnum,SIMPLE_NAME, line no: 616,MultiFields.getTerms(mr3 "body"),METHOD_INVOCATION, line no: 102
FieldsEnum,SIMPLE_NAME, line no: 616,te3.seekCeil(new BytesRef("wow")),METHOD_INVOCATION, line no: 103
FieldsEnum,SIMPLE_NAME, line no: 616,td=_TestUtil.docs(random() te3 MultiFields.getLiveDocs(mr3) td 0),ASSIGNMENT, line no: 104
FieldsEnum,SIMPLE_NAME, line no: 616,_TestUtil.docs(random() te3 MultiFields.getLiveDocs(mr3) td 0),METHOD_INVOCATION, line no: 104
FieldsEnum,SIMPLE_NAME, line no: 616,MultiFields.getLiveDocs(mr3),METHOD_INVOCATION, line no: 104
FieldsEnum,SIMPLE_NAME, line no: 616,ret,SIMPLE_NAME, line no: 108
FieldsEnum,SIMPLE_NAME, line no: 616,td.nextDoc() != DocIdSetIterator.NO_MORE_DOCS,INFIX_EXPRESSION, line no: 112
FieldsEnum,SIMPLE_NAME, line no: 616,td.nextDoc(),METHOD_INVOCATION, line no: 112
FieldsEnum,SIMPLE_NAME, line no: 616,nextDoc,SIMPLE_NAME, line no: 112
FieldsEnum,SIMPLE_NAME, line no: 616,DocIdSetIterator.NO_MORE_DOCS,QUALIFIED_NAME, line no: 112
FieldsEnum,SIMPLE_NAME, line no: 616,NO_MORE_DOCS,SIMPLE_NAME, line no: 112
FieldsEnum,SIMPLE_NAME, line no: 616,ret+=td.docID(),ASSIGNMENT, line no: 112
FieldsEnum,SIMPLE_NAME, line no: 616,td.docID(),METHOD_INVOCATION, line no: 112
FieldsEnum,SIMPLE_NAME, line no: 616,docID,SIMPLE_NAME, line no: 112
FieldsEnum,SIMPLE_NAME, line no: 616,assertTrue(ret > 0),METHOD_INVOCATION, line no: 116
FieldsEnum,SIMPLE_NAME, line no: 616,ret > 0,INFIX_EXPRESSION, line no: 116
FieldsEnum,SIMPLE_NAME, line no: 616,readers1[0].close(),METHOD_INVOCATION, line no: 117
FieldsEnum,SIMPLE_NAME, line no: 616,readers1[0],ARRAY_ACCESS, line no: 117
FieldsEnum,SIMPLE_NAME, line no: 616,readers1[1].close(),METHOD_INVOCATION, line no: 118
FieldsEnum,SIMPLE_NAME, line no: 616,readers1[1],ARRAY_ACCESS, line no: 118
FieldsEnum,SIMPLE_NAME, line no: 616,readers2[0].close(),METHOD_INVOCATION, line no: 119
FieldsEnum,SIMPLE_NAME, line no: 616,readers2[0],ARRAY_ACCESS, line no: 119
FieldsEnum,SIMPLE_NAME, line no: 616,readers2[1].close(),METHOD_INVOCATION, line no: 120
FieldsEnum,SIMPLE_NAME, line no: 616,readers2[1],ARRAY_ACCESS, line no: 120
FieldsEnum,SIMPLE_NAME, line no: 616,readers2[2].close(),METHOD_INVOCATION, line no: 121
FieldsEnum,SIMPLE_NAME, line no: 616,readers2[2],ARRAY_ACCESS, line no: 121
FieldsEnum,SIMPLE_NAME, line no: 616,ramDir1.close(),METHOD_INVOCATION, line no: 122
FieldsEnum,SIMPLE_NAME, line no: 616,ramDir2.close(),METHOD_INVOCATION, line no: 123
FieldsEnum,SIMPLE_NAME, line no: 616,ramDir3.close(),METHOD_INVOCATION, line no: 124
FieldsEnum,SIMPLE_NAME, line no: 616,String,SIMPLE_NAME, line no: 127
FieldsEnum,SIMPLE_NAME, line no: 616,s,SIMPLE_NAME, line no: 127
FieldsEnum,SIMPLE_NAME, line no: 616,create,SIMPLE_NAME, line no: 127
FieldsEnum,SIMPLE_NAME, line no: 616,IndexWriter,SIMPLE_NAME, line no: 128
FieldsEnum,SIMPLE_NAME, line no: 616,iw,SIMPLE_NAME, line no: 128
FieldsEnum,SIMPLE_NAME, line no: 616,new IndexWriter(ramDir1 newIndexWriterConfig(TEST_VERSION_CURRENT new MockAnalyzer(random)).setOpenMode(create ? OpenMode.CREATE : OpenMode.APPEND)),CLASS_INSTANCE_CREATION, line no: 128
FieldsEnum,SIMPLE_NAME, line no: 616,newIndexWriterConfig(TEST_VERSION_CURRENT new MockAnalyzer(random)).setOpenMode(create ? OpenMode.CREATE : OpenMode.APPEND),METHOD_INVOCATION, line no: 128
FieldsEnum,SIMPLE_NAME, line no: 616,newIndexWriterConfig(TEST_VERSION_CURRENT new MockAnalyzer(random)),METHOD_INVOCATION, line no: 128
FieldsEnum,SIMPLE_NAME, line no: 616,newIndexWriterConfig,SIMPLE_NAME, line no: 128
FieldsEnum,SIMPLE_NAME, line no: 616,TEST_VERSION_CURRENT,SIMPLE_NAME, line no: 129
FieldsEnum,SIMPLE_NAME, line no: 616,new MockAnalyzer(random),CLASS_INSTANCE_CREATION, line no: 130
FieldsEnum,SIMPLE_NAME, line no: 616,setOpenMode,SIMPLE_NAME, line no: 130
FieldsEnum,SIMPLE_NAME, line no: 616,create ? OpenMode.CREATE : OpenMode.APPEND,CONDITIONAL_EXPRESSION, line no: 131
FieldsEnum,SIMPLE_NAME, line no: 616,OpenMode.CREATE,QUALIFIED_NAME, line no: 131
FieldsEnum,SIMPLE_NAME, line no: 616,CREATE,SIMPLE_NAME, line no: 131
FieldsEnum,SIMPLE_NAME, line no: 616,OpenMode.APPEND,QUALIFIED_NAME, line no: 131
FieldsEnum,SIMPLE_NAME, line no: 616,APPEND,SIMPLE_NAME, line no: 131
FieldsEnum,SIMPLE_NAME, line no: 616,doc,SIMPLE_NAME, line no: 132
FieldsEnum,SIMPLE_NAME, line no: 616,doc.add(newTextField("body" s Field.Store.NO)),METHOD_INVOCATION, line no: 133
FieldsEnum,SIMPLE_NAME, line no: 616,add,SIMPLE_NAME, line no: 133
FieldsEnum,SIMPLE_NAME, line no: 616,newTextField("body" s Field.Store.NO),METHOD_INVOCATION, line no: 133
