Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,equals,SIMPLE_NAME, line no: 182, 2.0, 0.21705426356589147, 1.0, 0.07407407407407407
y0 - y1,INFIX_EXPRESSION, line no: 443,x1,SIMPLE_NAME, line no: 437, 1.984732824427481, 0.9694656488549618, 1.0, 0.14285714285714285
y0 - y1,INFIX_EXPRESSION, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 1.984732824427481, 0.9847328244274809, 1.0, 0.6666666666666666
y0 - y1,INFIX_EXPRESSION, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 1.984732824427481, 0.9847328244274809, 1.0, 0.8571428571428571
y0 - y1,INFIX_EXPRESSION, line no: 443,Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443, 1.984732824427481, 0.9847328244274809, 1.0, 0.25925925925925924
y0 - y1,INFIX_EXPRESSION, line no: 443,0.00001,NUMBER_LITERAL, line no: 443, 1.984732824427481, 0.9847328244274809, 1.0, 0.2857142857142857
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,x0,SIMPLE_NAME, line no: 436, 1.9846153846153847, 0.9769230769230769, 1.0, 0.058823529411764705
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,x1,SIMPLE_NAME, line no: 437, 1.9846153846153847, 0.9769230769230769, 1.0, 0.058823529411764705
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 1.9846153846153847, 0.9846153846153847, 1.0, 0.47058823529411764
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 1.9846153846153847, 0.9846153846153847, 1.0, 0.35294117647058826
0.00001,NUMBER_LITERAL, line no: 443,x0,SIMPLE_NAME, line no: 436, 1.9846153846153847, 0.9769230769230769, 1.0, 0.14285714285714285
0.00001,NUMBER_LITERAL, line no: 443,x1,SIMPLE_NAME, line no: 437, 1.9846153846153847, 0.9769230769230769, 1.0, 0.14285714285714285
0.00001,NUMBER_LITERAL, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 1.9846153846153847, 0.9846153846153847, 1.0, 0.08
0.00001,NUMBER_LITERAL, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 1.9846153846153847, 0.9846153846153847, 1.0, 0.09523809523809523
0.00001,NUMBER_LITERAL, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 1.9846153846153847, 0.9846153846153847, 1.0, 0.2222222222222222
0.00001,NUMBER_LITERAL, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 1.9846153846153847, 0.9846153846153847, 1.0, 0.2857142857142857
0.00001,NUMBER_LITERAL, line no: 443,(x1 - x0),PARENTHESIZED_EXPRESSION, line no: 441, 1.9846153846153847, 0.9846153846153847, 1.0, 0.1111111111111111
0.00001,NUMBER_LITERAL, line no: 443,x1 - x0,INFIX_EXPRESSION, line no: 441, 1.9846153846153847, 0.9846153846153847, 1.0, 0.14285714285714285
y0,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.09523809523809523
y0,SIMPLE_NAME, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.2222222222222222
y0,SIMPLE_NAME, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.2857142857142857
y0,SIMPLE_NAME, line no: 443,(x1 - x0),PARENTHESIZED_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.1111111111111111
y0,SIMPLE_NAME, line no: 443,x1 - x0,INFIX_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.14285714285714285
y0,SIMPLE_NAME, line no: 443,0.00001,NUMBER_LITERAL, line no: 443, 1.9772727272727273, 0.9772727272727273, 1.0, 0.14285714285714285
y1,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.09523809523809523
y1,SIMPLE_NAME, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.2222222222222222
y1,SIMPLE_NAME, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.2857142857142857
y1,SIMPLE_NAME, line no: 443,(x1 - x0),PARENTHESIZED_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.1111111111111111
y1,SIMPLE_NAME, line no: 443,x1 - x0,INFIX_EXPRESSION, line no: 441, 1.9772727272727273, 0.9772727272727273, 1.0, 0.14285714285714285
y1,SIMPLE_NAME, line no: 443,0.00001,NUMBER_LITERAL, line no: 443, 1.9772727272727273, 0.9772727272727273, 1.0, 0.14285714285714285
abs,SIMPLE_NAME, line no: 443,x,SIMPLE_NAME, line no: 436, 1.9770992366412212, 0.9770992366412213, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,y,SIMPLE_NAME, line no: 438, 1.9770992366412212, 0.9770992366412213, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,da,SIMPLE_NAME, line no: 441, 1.9770992366412212, 0.9770992366412213, 1.0, 0.3333333333333333
abs,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 1.9770992366412212, 0.9770992366412213, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 1.9770992366412212, 0.9770992366412213, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 1.9770992366412212, 0.9770992366412213, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 1.9770992366412212, 0.9770992366412213, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,(x1 - x0),PARENTHESIZED_EXPRESSION, line no: 441, 1.9770992366412212, 0.9770992366412213, 1.0, 0.0
abs,SIMPLE_NAME, line no: 443,x1 - x0,INFIX_EXPRESSION, line no: 441, 1.9770992366412212, 0.9770992366412213, 1.0, 0.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,x,SIMPLE_NAME, line no: 436, 1.976923076923077, 0.9769230769230769, 1.0, 0.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y,SIMPLE_NAME, line no: 438, 1.976923076923077, 0.9769230769230769, 1.0, 0.058823529411764705
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,da,SIMPLE_NAME, line no: 441, 1.976923076923077, 0.9769230769230769, 1.0, 0.058823529411764705
0.00001,NUMBER_LITERAL, line no: 443,points[i].x,FIELD_ACCESS, line no: 436, 1.976923076923077, 0.9769230769230769, 1.0, 0.09090909090909091
0.00001,NUMBER_LITERAL, line no: 443,x,SIMPLE_NAME, line no: 436, 1.976923076923077, 0.9769230769230769, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,points[i + 1].x,FIELD_ACCESS, line no: 437, 1.976923076923077, 0.9769230769230769, 1.0, 0.06666666666666667
0.00001,NUMBER_LITERAL, line no: 443,points[i].y,FIELD_ACCESS, line no: 438, 1.976923076923077, 0.9769230769230769, 1.0, 0.09090909090909091
0.00001,NUMBER_LITERAL, line no: 443,y,SIMPLE_NAME, line no: 438, 1.976923076923077, 0.9769230769230769, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,points[i + 1].y,FIELD_ACCESS, line no: 439, 1.976923076923077, 0.9769230769230769, 1.0, 0.06666666666666667
0.00001,NUMBER_LITERAL, line no: 443,da,SIMPLE_NAME, line no: 441, 1.976923076923077, 0.9769230769230769, 1.0, 0.0
0.00001,NUMBER_LITERAL, line no: 443,finArea+=da,ASSIGNMENT, line no: 442, 1.976923076923077, 0.9769230769230769, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,x,SIMPLE_NAME, line no: 436, 1.9696969696969697, 0.9696969696969697, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,y,SIMPLE_NAME, line no: 438, 1.9696969696969697, 0.9696969696969697, 1.0, 0.5
y0,SIMPLE_NAME, line no: 443,da,SIMPLE_NAME, line no: 441, 1.9696969696969697, 0.9696969696969697, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 1.9696969696969697, 0.9696969696969697, 1.0, 0.08
y1,SIMPLE_NAME, line no: 443,x,SIMPLE_NAME, line no: 436, 1.9696969696969697, 0.9696969696969697, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,y,SIMPLE_NAME, line no: 438, 1.9696969696969697, 0.9696969696969697, 1.0, 0.5
y1,SIMPLE_NAME, line no: 443,da,SIMPLE_NAME, line no: 441, 1.9696969696969697, 0.9696969696969697, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 1.9696969696969697, 0.9696969696969697, 1.0, 0.08
abs,SIMPLE_NAME, line no: 443,points[i].x,FIELD_ACCESS, line no: 436, 1.9694656488549618, 0.9694656488549618, 1.0, 0.09090909090909091
abs,SIMPLE_NAME, line no: 443,points[i + 1].x,FIELD_ACCESS, line no: 437, 1.9694656488549618, 0.9694656488549618, 1.0, 0.06666666666666667
abs,SIMPLE_NAME, line no: 443,points[i].y,FIELD_ACCESS, line no: 438, 1.9694656488549618, 0.9694656488549618, 1.0, 0.09090909090909091
abs,SIMPLE_NAME, line no: 443,points[i + 1].y,FIELD_ACCESS, line no: 439, 1.9694656488549618, 0.9694656488549618, 1.0, 0.06666666666666667
abs,SIMPLE_NAME, line no: 443,finArea+=da,ASSIGNMENT, line no: 442, 1.9694656488549618, 0.9694656488549618, 1.0, 0.09090909090909091
y0 - y1,INFIX_EXPRESSION, line no: 443,x,SIMPLE_NAME, line no: 436, 1.9694656488549618, 0.9694656488549618, 1.0, 0.0
y0 - y1,INFIX_EXPRESSION, line no: 443,y,SIMPLE_NAME, line no: 438, 1.9694656488549618, 0.9694656488549618, 1.0, 0.14285714285714285
y0 - y1,INFIX_EXPRESSION, line no: 443,da,SIMPLE_NAME, line no: 441, 1.9694656488549618, 0.9694656488549618, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,points[i].x,FIELD_ACCESS, line no: 436, 1.9621212121212122, 0.9621212121212122, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,points[i + 1].x,FIELD_ACCESS, line no: 437, 1.9621212121212122, 0.9621212121212122, 1.0, 0.0
y0,SIMPLE_NAME, line no: 443,points[i].y,FIELD_ACCESS, line no: 438, 1.9621212121212122, 0.9621212121212122, 1.0, 0.09090909090909091
y0,SIMPLE_NAME, line no: 443,points[i + 1].y,FIELD_ACCESS, line no: 439, 1.9621212121212122, 0.9621212121212122, 1.0, 0.06666666666666667
y0,SIMPLE_NAME, line no: 443,finArea+=da,ASSIGNMENT, line no: 442, 1.9621212121212122, 0.9621212121212122, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,points[i].x,FIELD_ACCESS, line no: 436, 1.9621212121212122, 0.9621212121212122, 1.0, 0.0
y1,SIMPLE_NAME, line no: 443,points[i + 1].x,FIELD_ACCESS, line no: 437, 1.9621212121212122, 0.9621212121212122, 1.0, 0.06666666666666667
y1,SIMPLE_NAME, line no: 443,points[i].y,FIELD_ACCESS, line no: 438, 1.9621212121212122, 0.9621212121212122, 1.0, 0.09090909090909091
y1,SIMPLE_NAME, line no: 443,points[i + 1].y,FIELD_ACCESS, line no: 439, 1.9621212121212122, 0.9621212121212122, 1.0, 0.06666666666666667
y1,SIMPLE_NAME, line no: 443,finArea+=da,ASSIGNMENT, line no: 442, 1.9621212121212122, 0.9621212121212122, 1.0, 0.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,w2,SIMPLE_NAME, line no: 500, 1.646153846153846, 0.6153846153846154, 1.0, 0.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,h2,SIMPLE_NAME, line no: 500, 1.646153846153846, 0.6153846153846154, 1.0, 0.058823529411764705
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,radius,SIMPLE_NAME, line no: 515, 1.646153846153846, 0.6153846153846154, 1.0, 0.11764705882352941
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,safeSqrt,SIMPLE_NAME, line no: 517, 1.646153846153846, 0.6461538461538462, 1.0, 0.11764705882352941
abs,SIMPLE_NAME, line no: 443,w2,SIMPLE_NAME, line no: 500, 1.6412213740458015, 0.6106870229007634, 1.0, 0.0
