Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,equals,SIMPLE_NAME, line no: 182, 1.0, 0.21705426356589147, 1.0, 0.5222222222222223
abs,SIMPLE_NAME, line no: 443,finCGy,SIMPLE_NAME, line no: 126, 1.0, 0.007633587786259542, 1.0, 0.8125
abs,SIMPLE_NAME, line no: 443,finArea=0,ASSIGNMENT, line no: 431, 1.0, 1.0, 1.0, 0.7727272727272727
abs,SIMPLE_NAME, line no: 443,finCGx=0,ASSIGNMENT, line no: 432, 1.0, 1.0, 1.0, 0.7692307692307693
abs,SIMPLE_NAME, line no: 443,finCGy=0,ASSIGNMENT, line no: 433, 1.0, 1.0, 1.0, 0.7692307692307693
abs,SIMPLE_NAME, line no: 443,y0,SIMPLE_NAME, line no: 438, 1.0, 0.9770992366412213, 1.0, 0.9180327868852459
abs,SIMPLE_NAME, line no: 443,y1,SIMPLE_NAME, line no: 439, 1.0, 0.9770992366412213, 1.0, 0.9180327868852459
abs,SIMPLE_NAME, line no: 443,tabArea,SIMPLE_NAME, line no: 456, 1.0, 1.0, 1.0, 0.8615384615384616
abs,SIMPLE_NAME, line no: 443,tabLength * tabHeight,INFIX_EXPRESSION, line no: 456, 1.0, 1.0, 1.0, 0.5833333333333334
abs,SIMPLE_NAME, line no: 443,(finArea + tabArea),PARENTHESIZED_EXPRESSION, line no: 467, 1.0, 1.0, 1.0, 0.5555555555555556
abs,SIMPLE_NAME, line no: 443,finArea + tabArea,INFIX_EXPRESSION, line no: 467, 1.0, 1.0, 1.0, 0.6125
y0 - y1,INFIX_EXPRESSION, line no: 443,tabHeight,SIMPLE_NAME, line no: 116, 1.0, 0.007633587786259542, 1.0, 0.6428571428571429
y0 - y1,INFIX_EXPRESSION, line no: 443,tabLength,SIMPLE_NAME, line no: 117, 1.0, 0.007633587786259542, 1.0, 0.6428571428571429
y0 - y1,INFIX_EXPRESSION, line no: 443,finArea,SIMPLE_NAME, line no: 124, 1.0, 0.007633587786259542, 1.0, 0.6714285714285714
y0 - y1,INFIX_EXPRESSION, line no: 443,finCGx,SIMPLE_NAME, line no: 125, 1.0, 0.007633587786259542, 1.0, 0.6428571428571429
y0 - y1,INFIX_EXPRESSION, line no: 443,finCGy,SIMPLE_NAME, line no: 126, 1.0, 0.007633587786259542, 1.0, 0.6571428571428571
y0 - y1,INFIX_EXPRESSION, line no: 443,y0,SIMPLE_NAME, line no: 438, 1.0, 0.9694656488549618, 1.0, 0.7285714285714285
y0 - y1,INFIX_EXPRESSION, line no: 443,y1,SIMPLE_NAME, line no: 439, 1.0, 0.9694656488549618, 1.0, 0.7285714285714285
y0 - y1,INFIX_EXPRESSION, line no: 443,tabArea,SIMPLE_NAME, line no: 456, 1.0, 1.0, 1.0, 0.6714285714285714
y0,SIMPLE_NAME, line no: 443,tabHeight,SIMPLE_NAME, line no: 116, 1.0, 0.007575757575757576, 1.0, 0.7761194029850746
y0,SIMPLE_NAME, line no: 443,tabLength,SIMPLE_NAME, line no: 117, 1.0, 0.007575757575757576, 1.0, 0.7761194029850746
y0,SIMPLE_NAME, line no: 443,finArea,SIMPLE_NAME, line no: 124, 1.0, 0.007575757575757576, 1.0, 0.8307692307692308
y0,SIMPLE_NAME, line no: 443,finCGx,SIMPLE_NAME, line no: 125, 1.0, 0.007575757575757576, 1.0, 0.8125
y0,SIMPLE_NAME, line no: 443,finCGy,SIMPLE_NAME, line no: 126, 1.0, 0.007575757575757576, 1.0, 0.828125
y0,SIMPLE_NAME, line no: 443,finArea=0,ASSIGNMENT, line no: 431, 1.0, 1.0, 1.0, 0.7727272727272727
y0,SIMPLE_NAME, line no: 443,finCGx=0,ASSIGNMENT, line no: 432, 1.0, 1.0, 1.0, 0.7846153846153846
y0,SIMPLE_NAME, line no: 443,finCGy=0,ASSIGNMENT, line no: 433, 1.0, 1.0, 1.0, 0.8
y0,SIMPLE_NAME, line no: 443,y1,SIMPLE_NAME, line no: 439, 1.0, 0.9696969696969697, 1.0, 0.95
y0,SIMPLE_NAME, line no: 443,tabArea,SIMPLE_NAME, line no: 456, 1.0, 1.0, 1.0, 0.8307692307692308
y0,SIMPLE_NAME, line no: 443,tabLength * tabHeight,INFIX_EXPRESSION, line no: 456, 1.0, 1.0, 1.0, 0.5595238095238095
y0,SIMPLE_NAME, line no: 443,(finArea + tabArea),PARENTHESIZED_EXPRESSION, line no: 467, 1.0, 1.0, 1.0, 0.5333333333333333
y0,SIMPLE_NAME, line no: 443,finArea + tabArea,INFIX_EXPRESSION, line no: 467, 1.0, 1.0, 1.0, 0.5875
y1,SIMPLE_NAME, line no: 443,tabHeight,SIMPLE_NAME, line no: 116, 1.0, 0.007575757575757576, 1.0, 0.7761194029850746
y1,SIMPLE_NAME, line no: 443,tabLength,SIMPLE_NAME, line no: 117, 1.0, 0.007575757575757576, 1.0, 0.7761194029850746
y1,SIMPLE_NAME, line no: 443,finArea,SIMPLE_NAME, line no: 124, 1.0, 0.007575757575757576, 1.0, 0.8307692307692308
y1,SIMPLE_NAME, line no: 443,finCGx,SIMPLE_NAME, line no: 125, 1.0, 0.007575757575757576, 1.0, 0.8125
y1,SIMPLE_NAME, line no: 443,finCGy,SIMPLE_NAME, line no: 126, 1.0, 0.007575757575757576, 1.0, 0.828125
y1,SIMPLE_NAME, line no: 443,finArea=0,ASSIGNMENT, line no: 431, 1.0, 1.0, 1.0, 0.7575757575757576
y1,SIMPLE_NAME, line no: 443,finCGx=0,ASSIGNMENT, line no: 432, 1.0, 1.0, 1.0, 0.7692307692307693
y1,SIMPLE_NAME, line no: 443,finCGy=0,ASSIGNMENT, line no: 433, 1.0, 1.0, 1.0, 0.7846153846153846
y1,SIMPLE_NAME, line no: 443,y0,SIMPLE_NAME, line no: 438, 1.0, 0.9696969696969697, 1.0, 0.95
y1,SIMPLE_NAME, line no: 443,tabArea,SIMPLE_NAME, line no: 456, 1.0, 1.0, 1.0, 0.8307692307692308
y1,SIMPLE_NAME, line no: 443,tabLength * tabHeight,INFIX_EXPRESSION, line no: 456, 1.0, 1.0, 1.0, 0.5595238095238095
y1,SIMPLE_NAME, line no: 443,(finArea + tabArea),PARENTHESIZED_EXPRESSION, line no: 467, 1.0, 1.0, 1.0, 0.5333333333333333
y1,SIMPLE_NAME, line no: 443,finArea + tabArea,INFIX_EXPRESSION, line no: 467, 1.0, 1.0, 1.0, 0.5875
0.00001,NUMBER_LITERAL, line no: 443,tabHeight,SIMPLE_NAME, line no: 116, 1.0, 0.007692307692307693, 1.0, 0.6617647058823529
0.00001,NUMBER_LITERAL, line no: 443,tabLength,SIMPLE_NAME, line no: 117, 1.0, 0.007692307692307693, 1.0, 0.6617647058823529
0.00001,NUMBER_LITERAL, line no: 443,finArea,SIMPLE_NAME, line no: 124, 1.0, 0.007692307692307693, 1.0, 0.6911764705882353
0.00001,NUMBER_LITERAL, line no: 443,finCGx,SIMPLE_NAME, line no: 125, 1.0, 0.007692307692307693, 1.0, 0.6617647058823529
0.00001,NUMBER_LITERAL, line no: 443,finCGy,SIMPLE_NAME, line no: 126, 1.0, 0.007692307692307693, 1.0, 0.6617647058823529
0.00001,NUMBER_LITERAL, line no: 443,finArea=0,ASSIGNMENT, line no: 431, 1.0, 1.0, 1.0, 0.7352941176470589
0.00001,NUMBER_LITERAL, line no: 443,finCGx=0,ASSIGNMENT, line no: 432, 1.0, 1.0, 1.0, 0.7352941176470589
0.00001,NUMBER_LITERAL, line no: 443,finCGy=0,ASSIGNMENT, line no: 433, 1.0, 1.0, 1.0, 0.7352941176470589
0.00001,NUMBER_LITERAL, line no: 443,tabArea,SIMPLE_NAME, line no: 456, 1.0, 1.0, 1.0, 0.6911764705882353
0.00001,NUMBER_LITERAL, line no: 443,tabLength * tabHeight,INFIX_EXPRESSION, line no: 456, 1.0, 1.0, 1.0, 0.5595238095238095
0.00001,NUMBER_LITERAL, line no: 443,(finArea + tabArea),PARENTHESIZED_EXPRESSION, line no: 467, 1.0, 1.0, 1.0, 0.5333333333333333
0.00001,NUMBER_LITERAL, line no: 443,finArea + tabArea,INFIX_EXPRESSION, line no: 467, 1.0, 1.0, 1.0, 0.5875
y0,SIMPLE_NAME, line no: 443,abs,SIMPLE_NAME, line no: 443, 0.9924242424242424, 0.9924242424242424, 1.0, 0.9508196721311475
y0,SIMPLE_NAME, line no: 443,y0 - y1,INFIX_EXPRESSION, line no: 443, 0.9924242424242424, 0.9924242424242424, 1.0, 0.7571428571428571
y1,SIMPLE_NAME, line no: 443,abs,SIMPLE_NAME, line no: 443, 0.9924242424242424, 0.9924242424242424, 1.0, 0.9508196721311475
y1,SIMPLE_NAME, line no: 443,y0 - y1,INFIX_EXPRESSION, line no: 443, 0.9924242424242424, 0.9924242424242424, 1.0, 0.7571428571428571
abs,SIMPLE_NAME, line no: 443,Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443, 0.9923664122137404, 0.9923664122137404, 1.0, 0.6790123456790124
abs,SIMPLE_NAME, line no: 443,y0 - y1,INFIX_EXPRESSION, line no: 443, 0.9923664122137404, 0.9923664122137404, 1.0, 0.7285714285714285
y0 - y1,INFIX_EXPRESSION, line no: 443,Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443, 0.9923664122137404, 0.9923664122137404, 1.0, 0.7283950617283951
y0 - y1,INFIX_EXPRESSION, line no: 443,abs,SIMPLE_NAME, line no: 443, 0.9923664122137404, 0.9923664122137404, 1.0, 0.7285714285714285
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443, 0.9923076923076923, 0.9923076923076923, 1.0, 0.7666666666666667
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,0.00001,NUMBER_LITERAL, line no: 443, 0.9923076923076923, 0.9923076923076923, 1.0, 0.6790123456790124
0.00001,NUMBER_LITERAL, line no: 443,y0,SIMPLE_NAME, line no: 438, 0.9923076923076923, 0.9769230769230769, 1.0, 0.7352941176470589
0.00001,NUMBER_LITERAL, line no: 443,y1,SIMPLE_NAME, line no: 439, 0.9923076923076923, 0.9769230769230769, 1.0, 0.7352941176470589
0.00001,NUMBER_LITERAL, line no: 443,Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443, 0.9923076923076923, 0.9923076923076923, 1.0, 0.6790123456790124
0.00001,NUMBER_LITERAL, line no: 443,abs,SIMPLE_NAME, line no: 443, 0.9923076923076923, 0.9923076923076923, 1.0, 0.75
0.00001,NUMBER_LITERAL, line no: 443,y0 - y1,INFIX_EXPRESSION, line no: 443, 0.9923076923076923, 0.9923076923076923, 1.0, 0.7571428571428571
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 0.9922480620155039, 0.9922480620155039, 1.0, 0.7333333333333333
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 0.9922480620155039, 0.9922480620155039, 1.0, 0.7444444444444445
y0,SIMPLE_NAME, line no: 443,x0,SIMPLE_NAME, line no: 436, 0.9848484848484849, 0.9696969696969697, 1.0, 0.95
y0,SIMPLE_NAME, line no: 443,x1,SIMPLE_NAME, line no: 437, 0.9848484848484849, 0.9696969696969697, 1.0, 0.9333333333333333
y0,SIMPLE_NAME, line no: 443,Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443, 0.9848484848484849, 0.9848484848484849, 1.0, 0.6666666666666666
y1,SIMPLE_NAME, line no: 443,x0,SIMPLE_NAME, line no: 436, 0.9848484848484849, 0.9696969696969697, 1.0, 0.9333333333333333
y1,SIMPLE_NAME, line no: 443,x1,SIMPLE_NAME, line no: 437, 0.9848484848484849, 0.9696969696969697, 1.0, 0.95
y1,SIMPLE_NAME, line no: 443,Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443, 0.9848484848484849, 0.9848484848484849, 1.0, 0.6666666666666666
abs,SIMPLE_NAME, line no: 443,x0,SIMPLE_NAME, line no: 436, 0.9847328244274809, 0.9770992366412213, 1.0, 0.9180327868852459
abs,SIMPLE_NAME, line no: 443,x1,SIMPLE_NAME, line no: 437, 0.9847328244274809, 0.9770992366412213, 1.0, 0.9180327868852459
abs,SIMPLE_NAME, line no: 443,0.00001,NUMBER_LITERAL, line no: 443, 0.9847328244274809, 0.9847328244274809, 1.0, 0.75
y0 - y1,INFIX_EXPRESSION, line no: 443,x0,SIMPLE_NAME, line no: 436, 0.9847328244274809, 0.9694656488549618, 1.0, 0.7142857142857143
y0 - y1,INFIX_EXPRESSION, line no: 443,x1,SIMPLE_NAME, line no: 437, 0.9847328244274809, 0.9694656488549618, 1.0, 0.7142857142857143
y0 - y1,INFIX_EXPRESSION, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 0.9847328244274809, 0.9847328244274809, 1.0, 0.8
y0 - y1,INFIX_EXPRESSION, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 0.9847328244274809, 0.9847328244274809, 1.0, 0.9571428571428572
y0 - y1,INFIX_EXPRESSION, line no: 443,Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443, 0.9847328244274809, 0.9847328244274809, 1.0, 0.7777777777777778
y0 - y1,INFIX_EXPRESSION, line no: 443,0.00001,NUMBER_LITERAL, line no: 443, 0.9847328244274809, 0.9847328244274809, 1.0, 0.7571428571428571
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,x0,SIMPLE_NAME, line no: 436, 0.9846153846153847, 0.9769230769230769, 1.0, 0.6296296296296297
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,x1,SIMPLE_NAME, line no: 437, 0.9846153846153847, 0.9769230769230769, 1.0, 0.6296296296296297
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 0.9846153846153847, 0.9846153846153847, 1.0, 0.7530864197530864
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 0.9846153846153847, 0.9846153846153847, 1.0, 0.691358024691358
0.00001,NUMBER_LITERAL, line no: 443,x0,SIMPLE_NAME, line no: 436, 0.9846153846153847, 0.9769230769230769, 1.0, 0.7352941176470589
0.00001,NUMBER_LITERAL, line no: 443,x1,SIMPLE_NAME, line no: 437, 0.9846153846153847, 0.9769230769230769, 1.0, 0.7352941176470589
0.00001,NUMBER_LITERAL, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 0.9846153846153847, 0.9846153846153847, 1.0, 0.5795454545454546
0.00001,NUMBER_LITERAL, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 0.9846153846153847, 0.9846153846153847, 1.0, 0.6071428571428571
0.00001,NUMBER_LITERAL, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 0.9846153846153847, 0.9846153846153847, 1.0, 0.65
0.00001,NUMBER_LITERAL, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 0.9846153846153847, 0.9846153846153847, 1.0, 0.7285714285714285
0.00001,NUMBER_LITERAL, line no: 443,(x1 - x0),PARENTHESIZED_EXPRESSION, line no: 441, 0.9846153846153847, 0.9846153846153847, 1.0, 0.6375
0.00001,NUMBER_LITERAL, line no: 443,x1 - x0,INFIX_EXPRESSION, line no: 441, 0.9846153846153847, 0.9846153846153847, 1.0, 0.7142857142857143
y0,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.6071428571428571
y0,SIMPLE_NAME, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.65
y0,SIMPLE_NAME, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.7285714285714285
y0,SIMPLE_NAME, line no: 443,(x1 - x0),PARENTHESIZED_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.6375
y0,SIMPLE_NAME, line no: 443,x1 - x0,INFIX_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.7142857142857143
y0,SIMPLE_NAME, line no: 443,0.00001,NUMBER_LITERAL, line no: 443, 0.9772727272727273, 0.9772727272727273, 1.0, 0.7647058823529411
y1,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.6071428571428571
y1,SIMPLE_NAME, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.65
y1,SIMPLE_NAME, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.7285714285714285
y1,SIMPLE_NAME, line no: 443,(x1 - x0),PARENTHESIZED_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.6375
y1,SIMPLE_NAME, line no: 443,x1 - x0,INFIX_EXPRESSION, line no: 441, 0.9772727272727273, 0.9772727272727273, 1.0, 0.7142857142857143
y1,SIMPLE_NAME, line no: 443,0.00001,NUMBER_LITERAL, line no: 443, 0.9772727272727273, 0.9772727272727273, 1.0, 0.7647058823529411
abs,SIMPLE_NAME, line no: 443,x,SIMPLE_NAME, line no: 436, 0.9770992366412213, 0.9770992366412213, 1.0, 0.9180327868852459
abs,SIMPLE_NAME, line no: 443,y,SIMPLE_NAME, line no: 438, 0.9770992366412213, 0.9770992366412213, 1.0, 0.9180327868852459
abs,SIMPLE_NAME, line no: 443,da,SIMPLE_NAME, line no: 441, 0.9770992366412213, 0.9770992366412213, 1.0, 0.9344262295081968
abs,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 0.9770992366412213, 0.9770992366412213, 1.0, 0.5568181818181818
abs,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0),INFIX_EXPRESSION, line no: 441, 0.9770992366412213, 0.9770992366412213, 1.0, 0.5833333333333334
abs,SIMPLE_NAME, line no: 443,(y0 + y1),PARENTHESIZED_EXPRESSION, line no: 441, 0.9770992366412213, 0.9770992366412213, 1.0, 0.625
abs,SIMPLE_NAME, line no: 443,y0 + y1,INFIX_EXPRESSION, line no: 441, 0.9770992366412213, 0.9770992366412213, 1.0, 0.7
abs,SIMPLE_NAME, line no: 443,(x1 - x0),PARENTHESIZED_EXPRESSION, line no: 441, 0.9770992366412213, 0.9770992366412213, 1.0, 0.625
abs,SIMPLE_NAME, line no: 443,x1 - x0,INFIX_EXPRESSION, line no: 441, 0.9770992366412213, 0.9770992366412213, 1.0, 0.7
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,x,SIMPLE_NAME, line no: 436, 0.9769230769230769, 0.9769230769230769, 1.0, 0.6172839506172839
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y,SIMPLE_NAME, line no: 438, 0.9769230769230769, 0.9769230769230769, 1.0, 0.6296296296296297
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,da,SIMPLE_NAME, line no: 441, 0.9769230769230769, 0.9769230769230769, 1.0, 0.6296296296296297
0.00001,NUMBER_LITERAL, line no: 443,points[i].x,FIELD_ACCESS, line no: 436, 0.9769230769230769, 0.9769230769230769, 1.0, 0.7
0.00001,NUMBER_LITERAL, line no: 443,x,SIMPLE_NAME, line no: 436, 0.9769230769230769, 0.9769230769230769, 1.0, 0.7205882352941176
0.00001,NUMBER_LITERAL, line no: 443,points[i + 1].x,FIELD_ACCESS, line no: 437, 0.9769230769230769, 0.9769230769230769, 1.0, 0.6621621621621622
0.00001,NUMBER_LITERAL, line no: 443,points[i].y,FIELD_ACCESS, line no: 438, 0.9769230769230769, 0.9769230769230769, 1.0, 0.7
0.00001,NUMBER_LITERAL, line no: 443,y,SIMPLE_NAME, line no: 438, 0.9769230769230769, 0.9769230769230769, 1.0, 0.7205882352941176
0.00001,NUMBER_LITERAL, line no: 443,points[i + 1].y,FIELD_ACCESS, line no: 439, 0.9769230769230769, 0.9769230769230769, 1.0, 0.6621621621621622
0.00001,NUMBER_LITERAL, line no: 443,da,SIMPLE_NAME, line no: 441, 0.9769230769230769, 0.9769230769230769, 1.0, 0.7205882352941176
0.00001,NUMBER_LITERAL, line no: 443,finArea+=da,ASSIGNMENT, line no: 442, 0.9769230769230769, 0.9769230769230769, 1.0, 0.7205882352941176
y0,SIMPLE_NAME, line no: 443,x,SIMPLE_NAME, line no: 436, 0.9696969696969697, 0.9696969696969697, 1.0, 0.9333333333333333
y0,SIMPLE_NAME, line no: 443,y,SIMPLE_NAME, line no: 438, 0.9696969696969697, 0.9696969696969697, 1.0, 0.95
y0,SIMPLE_NAME, line no: 443,da,SIMPLE_NAME, line no: 441, 0.9696969696969697, 0.9696969696969697, 1.0, 0.9333333333333333
y0,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 0.9696969696969697, 0.9696969696969697, 1.0, 0.5795454545454546
y1,SIMPLE_NAME, line no: 443,x,SIMPLE_NAME, line no: 436, 0.9696969696969697, 0.9696969696969697, 1.0, 0.9333333333333333
y1,SIMPLE_NAME, line no: 443,y,SIMPLE_NAME, line no: 438, 0.9696969696969697, 0.9696969696969697, 1.0, 0.95
y1,SIMPLE_NAME, line no: 443,da,SIMPLE_NAME, line no: 441, 0.9696969696969697, 0.9696969696969697, 1.0, 0.9333333333333333
y1,SIMPLE_NAME, line no: 443,(y0 + y1) * (x1 - x0) / 2,INFIX_EXPRESSION, line no: 441, 0.9696969696969697, 0.9696969696969697, 1.0, 0.5795454545454546
abs,SIMPLE_NAME, line no: 443,points[i].x,FIELD_ACCESS, line no: 436, 0.9694656488549618, 0.9694656488549618, 1.0, 0.7285714285714285
abs,SIMPLE_NAME, line no: 443,points[i + 1].x,FIELD_ACCESS, line no: 437, 0.9694656488549618, 0.9694656488549618, 1.0, 0.6891891891891891
abs,SIMPLE_NAME, line no: 443,points[i].y,FIELD_ACCESS, line no: 438, 0.9694656488549618, 0.9694656488549618, 1.0, 0.7285714285714285
abs,SIMPLE_NAME, line no: 443,points[i + 1].y,FIELD_ACCESS, line no: 439, 0.9694656488549618, 0.9694656488549618, 1.0, 0.6891891891891891
abs,SIMPLE_NAME, line no: 443,finArea+=da,ASSIGNMENT, line no: 442, 0.9694656488549618, 0.9694656488549618, 1.0, 0.75
y0 - y1,INFIX_EXPRESSION, line no: 443,x,SIMPLE_NAME, line no: 436, 0.9694656488549618, 0.9694656488549618, 1.0, 0.7
y0 - y1,INFIX_EXPRESSION, line no: 443,y,SIMPLE_NAME, line no: 438, 0.9694656488549618, 0.9694656488549618, 1.0, 0.7142857142857143
y0 - y1,INFIX_EXPRESSION, line no: 443,da,SIMPLE_NAME, line no: 441, 0.9694656488549618, 0.9694656488549618, 1.0, 0.7
y0,SIMPLE_NAME, line no: 443,points[i].x,FIELD_ACCESS, line no: 436, 0.9621212121212122, 0.9621212121212122, 1.0, 0.7142857142857143
y0,SIMPLE_NAME, line no: 443,points[i + 1].x,FIELD_ACCESS, line no: 437, 0.9621212121212122, 0.9621212121212122, 1.0, 0.6756756756756757
y0,SIMPLE_NAME, line no: 443,points[i].y,FIELD_ACCESS, line no: 438, 0.9621212121212122, 0.9621212121212122, 1.0, 0.7285714285714285
y0,SIMPLE_NAME, line no: 443,points[i + 1].y,FIELD_ACCESS, line no: 439, 0.9621212121212122, 0.9621212121212122, 1.0, 0.6891891891891891
y0,SIMPLE_NAME, line no: 443,finArea+=da,ASSIGNMENT, line no: 442, 0.9621212121212122, 0.9621212121212122, 1.0, 0.7352941176470589
y1,SIMPLE_NAME, line no: 443,points[i].x,FIELD_ACCESS, line no: 436, 0.9621212121212122, 0.9621212121212122, 1.0, 0.7142857142857143
y1,SIMPLE_NAME, line no: 443,points[i + 1].x,FIELD_ACCESS, line no: 437, 0.9621212121212122, 0.9621212121212122, 1.0, 0.6891891891891891
y1,SIMPLE_NAME, line no: 443,points[i].y,FIELD_ACCESS, line no: 438, 0.9621212121212122, 0.9621212121212122, 1.0, 0.7285714285714285
y1,SIMPLE_NAME, line no: 443,points[i + 1].y,FIELD_ACCESS, line no: 439, 0.9621212121212122, 0.9621212121212122, 1.0, 0.6891891891891891
y1,SIMPLE_NAME, line no: 443,finArea+=da,ASSIGNMENT, line no: 442, 0.9621212121212122, 0.9621212121212122, 1.0, 0.7352941176470589
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,w2,SIMPLE_NAME, line no: 500, 0.6461538461538462, 0.6153846153846154, 1.0, 0.5679012345679012
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,h2,SIMPLE_NAME, line no: 500, 0.6461538461538462, 0.6153846153846154, 1.0, 0.5802469135802469
